X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.156000e-02,8.000000e-07
0,5.60e-01,1.60e-02,
1,5.60e-01,1.60e-02,
2,5.60e-01,1.76e-02,
3,5.60e-01,1.76e-02,
4,5.60e-01,1.60e-02,
5,5.60e-01,1.76e-02,
6,5.60e-01,1.60e-02,
7,5.60e-01,1.52e-02,
8,5.60e-01,1.36e-02,
9,5.60e-01,1.60e-02,
10,5.60e-01,1.76e-02,
11,5.60e-01,1.76e-02,
12,5.60e-01,1.52e-02,
13,5.60e-01,1.60e-02,
14,5.60e-01,1.60e-02,
15,5.60e-01,1.60e-02,
16,5.60e-01,1.60e-02,
17,5.60e-01,1.60e-02,
18,5.60e-01,1.60e-02,
19,5.60e-01,1.52e-02,
20,5.60e-01,1.52e-02,
21,5.60e-01,1.52e-02,
22,5.60e-01,1.52e-02,
23,5.60e-01,1.60e-02,
24,5.60e-01,1.52e-02,
25,5.60e-01,1.52e-02,
26,5.60e-01,1.52e-02,
27,5.60e-01,1.52e-02,
28,5.60e-01,1.76e-02,
29,5.60e-01,1.60e-02,
30,5.60e-01,1.60e-02,
31,5.60e-01,1.60e-02,
32,5.60e-01,1.52e-02,
33,5.60e-01,1.36e-02,
34,5.60e-01,1.36e-02,
35,5.60e-01,1.76e-02,
36,5.60e-01,1.36e-02,
37,4.00e-01,1.36e-02,
38,5.60e-01,1.28e-02,
39,5.60e-01,1.36e-02,
40,4.00e-01,1.60e-02,
41,4.00e-01,1.52e-02,
42,4.00e-01,1.36e-02,
43,4.00e-01,1.36e-02,
44,4.00e-01,1.36e-02,
45,4.00e-01,1.28e-02,
46,4.00e-01,1.28e-02,
47,4.00e-01,1.60e-02,
48,4.00e-01,1.52e-02,
49,4.00e-01,1.28e-02,
50,4.00e-01,1.36e-02,
51,4.00e-01,1.36e-02,
52,4.00e-01,1.36e-02,
53,4.00e-01,1.36e-02,
54,4.00e-01,1.36e-02,
55,4.00e-01,1.36e-02,
56,4.00e-01,1.28e-02,
57,4.00e-01,1.12e-02,
58,4.00e-01,1.36e-02,
59,4.00e-01,1.36e-02,
60,4.00e-01,1.52e-02,
61,4.00e-01,1.52e-02,
62,4.00e-01,1.36e-02,
63,4.00e-01,1.28e-02,
64,4.00e-01,1.36e-02,
65,4.00e-01,1.36e-02,
66,4.00e-01,1.28e-02,
67,4.00e-01,1.28e-02,
68,4.00e-01,1.36e-02,
69,4.00e-01,1.28e-02,
70,4.00e-01,1.12e-02,
71,4.00e-01,1.36e-02,
72,4.00e-01,1.36e-02,
73,4.00e-01,1.36e-02,
74,4.00e-01,1.36e-02,
75,4.00e-01,1.28e-02,
76,4.00e-01,1.36e-02,
77,4.00e-01,1.28e-02,
78,4.00e-01,1.28e-02,
79,4.00e-01,1.28e-02,
80,4.00e-01,1.28e-02,
81,4.00e-01,1.28e-02,
82,4.00e-01,1.04e-02,
83,4.00e-01,1.28e-02,
84,4.00e-01,1.36e-02,
85,4.00e-01,1.36e-02,
86,4.00e-01,1.28e-02,
87,4.00e-01,1.28e-02,
88,4.00e-01,1.28e-02,
89,4.00e-01,1.28e-02,
90,4.00e-01,1.28e-02,
91,4.00e-01,1.28e-02,
92,4.00e-01,1.12e-02,
93,4.00e-01,1.28e-02,
94,4.00e-01,1.36e-02,
95,4.00e-01,1.12e-02,
96,4.00e-01,1.28e-02,
97,4.00e-01,1.36e-02,
98,4.00e-01,1.52e-02,
99,4.00e-01,1.28e-02,
