X,CH1,CH2,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,-1.156000e-02,8.000000e-07
0,4.00e-01,3.44e-02,1.04e-02,
1,4.00e-01,3.44e-02,1.04e-02,
2,4.00e-01,3.52e-02,1.00e-02,
3,4.00e-01,3.76e-02,1.04e-02,
4,4.00e-01,3.28e-02,1.04e-02,
5,4.00e-01,3.52e-02,1.00e-02,
6,4.00e-01,3.44e-02,1.04e-02,
7,4.00e-01,3.52e-02,1.00e-02,
8,4.00e-01,3.52e-02,9.20e-03,
9,4.00e-01,3.44e-02,1.04e-02,
10,4.00e-01,3.76e-02,1.04e-02,
11,4.00e-01,3.52e-02,1.04e-02,
12,4.00e-01,3.28e-02,1.04e-02,
13,4.00e-01,3.52e-02,1.00e-02,
14,4.00e-01,3.68e-02,1.04e-02,
15,4.00e-01,3.44e-02,1.12e-02,
16,4.00e-01,3.44e-02,1.04e-02,
17,4.00e-01,3.52e-02,1.00e-02,
18,4.00e-01,3.44e-02,1.12e-02,
19,4.00e-01,3.28e-02,1.04e-02,
20,4.00e-01,3.44e-02,1.00e-02,
21,4.00e-01,3.44e-02,1.00e-02,
22,4.00e-01,3.52e-02,1.04e-02,
23,4.00e-01,3.44e-02,1.00e-02,
24,4.00e-01,3.44e-02,1.00e-02,
25,4.00e-01,3.28e-02,1.04e-02,
26,4.00e-01,3.44e-02,1.12e-02,
27,4.00e-01,3.28e-02,1.04e-02,
28,4.00e-01,3.44e-02,1.04e-02,
29,4.00e-01,3.44e-02,1.00e-02,
30,4.00e-01,3.28e-02,1.04e-02,
31,4.00e-01,3.28e-02,1.00e-02,
32,4.00e-01,3.20e-02,1.04e-02,
33,4.00e-01,3.44e-02,9.20e-03,
34,4.00e-01,3.28e-02,1.04e-02,
35,4.00e-01,3.44e-02,9.20e-03,
36,4.00e-01,3.44e-02,1.00e-02,
37,4.00e-01,3.44e-02,9.20e-03,
38,4.00e-01,3.76e-02,9.20e-03,
39,4.00e-01,3.44e-02,1.04e-02,
40,4.00e-01,3.44e-02,1.00e-02,
41,4.00e-01,3.68e-02,1.00e-02,
42,4.00e-01,3.68e-02,1.12e-02,
43,4.00e-01,3.44e-02,1.04e-02,
44,4.00e-01,3.44e-02,9.20e-03,
45,4.00e-01,3.52e-02,1.00e-02,
46,4.00e-01,3.44e-02,1.12e-02,
47,4.00e-01,3.44e-02,9.20e-03,
48,4.00e-01,3.44e-02,1.00e-02,
49,4.00e-01,3.52e-02,1.12e-02,
