X,CH1,CH2,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,-2.956000e-02,2.000000e-06
0,4.56e+00,2.00e-03,-2.20e-03,
1,4.56e+00,1.60e-03,-1.40e-03,
2,4.56e+00,8.00e-04,-1.40e-03,
3,4.56e+00,8.00e-04,-1.60e-03,
4,4.56e+00,2.00e-03,-1.60e-03,
5,4.56e+00,2.00e-03,-1.40e-03,
6,4.56e+00,2.80e-03,-1.60e-03,
7,4.56e+00,8.00e-04,-2.20e-03,
8,4.56e+00,2.80e-03,-1.40e-03,
9,4.56e+00,1.60e-03,-2.20e-03,
10,4.56e+00,1.60e-03,-1.80e-03,
11,4.56e+00,3.20e-03,-1.80e-03,
12,4.56e+00,1.60e-03,-1.80e-03,
13,4.56e+00,8.00e-04,-1.80e-03,
14,4.64e+00,2.00e-03,-2.20e-03,
15,4.56e+00,8.00e-04,-2.20e-03,
16,4.56e+00,2.80e-03,-1.20e-03,
17,4.64e+00,8.00e-04,-1.40e-03,
18,4.64e+00,2.80e-03,-2.80e-03,
19,4.64e+00,1.60e-03,-1.40e-03,
20,4.64e+00,4.00e-04,-1.60e-03,
21,4.64e+00,8.00e-04,-1.60e-03,
22,4.64e+00,1.60e-03,-1.40e-03,
23,4.64e+00,4.00e-04,-1.60e-03,
24,4.64e+00,1.60e-03,-1.80e-03,
25,4.64e+00,1.60e-03,-1.40e-03,
26,4.64e+00,4.00e-04,-1.20e-03,
27,4.64e+00,1.60e-03,-1.80e-03,
28,4.64e+00,8.00e-04,-1.40e-03,
29,4.64e+00,8.00e-04,-6.00e-04,
30,4.64e+00,8.00e-04,-1.80e-03,
31,4.64e+00,1.60e-03,-1.40e-03,
32,4.64e+00,8.00e-04,-1.80e-03,
33,4.64e+00,2.80e-03,-1.80e-03,
34,4.64e+00,1.60e-03,-1.80e-03,
35,4.64e+00,8.00e-04,-1.40e-03,
36,4.64e+00,8.00e-04,-2.40e-03,
37,4.64e+00,2.80e-03,-1.40e-03,
38,4.64e+00,4.00e-04,-1.20e-03,
39,4.64e+00,8.00e-04,-2.20e-03,
40,4.64e+00,2.00e-03,-1.40e-03,
41,4.64e+00,2.80e-03,-2.20e-03,
42,4.64e+00,1.60e-03,-2.20e-03,
43,4.64e+00,2.00e-03,-1.40e-03,
44,4.64e+00,4.00e-04,-1.60e-03,
45,4.64e+00,1.60e-03,-2.40e-03,
46,4.80e+00,4.00e-04,-1.60e-03,
47,4.80e+00,4.00e-04,-2.20e-03,
48,4.80e+00,2.00e-03,-2.80e-03,
49,4.80e+00,8.00e-04,-1.80e-03,
50,4.80e+00,2.00e-03,-2.20e-03,
51,4.80e+00,1.60e-03,-2.60e-03,
52,4.80e+00,-4.00e-04,-1.80e-03,
53,4.80e+00,1.60e-03,-3.00e-03,
54,4.80e+00,1.60e-03,-1.40e-03,
55,4.80e+00,-4.00e-04,-2.20e-03,
56,4.80e+00,1.60e-03,-2.60e-03,
57,4.80e+00,4.00e-04,-2.60e-03,
58,4.80e+00,8.00e-04,-2.80e-03,
59,4.80e+00,4.00e-03,-2.40e-03,
60,4.80e+00,-4.00e-04,-2.20e-03,
61,4.80e+00,2.80e-03,-1.80e-03,
62,4.80e+00,8.00e-04,-1.80e-03,
63,4.80e+00,-4.00e-04,-2.60e-03,
64,4.80e+00,8.00e-04,-2.20e-03,
65,4.80e+00,2.00e-03,-1.60e-03,
66,4.80e+00,3.20e-03,-3.00e-03,
67,4.80e+00,2.00e-03,-1.80e-03,
68,4.80e+00,1.60e-03,-2.20e-03,
69,4.80e+00,1.60e-03,-2.40e-03,
70,4.80e+00,1.60e-03,-2.20e-03,
71,4.80e+00,8.00e-04,-1.80e-03,
72,4.80e+00,2.80e-03,-1.80e-03,
73,4.80e+00,1.60e-03,-2.80e-03,
74,4.80e+00,2.80e-03,-2.20e-03,
75,4.80e+00,1.60e-03,-1.80e-03,
76,4.80e+00,2.80e-03,-2.40e-03,
77,4.80e+00,1.60e-03,-2.40e-03,
78,4.88e+00,2.00e-03,-3.00e-03,
79,4.88e+00,1.60e-03,-2.20e-03,
80,4.88e+00,4.00e-04,-2.20e-03,
81,4.88e+00,3.20e-03,-3.00e-03,
82,4.88e+00,-4.00e-04,-2.60e-03,
83,4.88e+00,4.40e-03,-2.60e-03,
84,4.88e+00,2.80e-03,-2.40e-03,
85,4.88e+00,1.60e-03,-2.60e-03,
86,4.88e+00,8.00e-04,-2.60e-03,
87,4.88e+00,-4.00e-04,-2.40e-03,
88,4.88e+00,2.00e-03,-3.00e-03,
89,4.88e+00,2.00e-03,-2.40e-03,
90,4.88e+00,8.00e-04,-2.80e-03,
91,4.88e+00,2.80e-03,-2.60e-03,
92,4.88e+00,4.00e-04,-2.40e-03,
93,4.88e+00,1.60e-03,-3.00e-03,
94,4.88e+00,2.00e-03,-2.20e-03,
95,4.88e+00,8.00e-04,-2.20e-03,
96,4.88e+00,4.00e-04,-1.80e-03,
97,4.88e+00,1.60e-03,-2.20e-03,
98,4.88e+00,8.00e-04,-2.60e-03,
99,4.88e+00,2.00e-03,-2.60e-03,
100,4.88e+00,8.00e-04,-2.40e-03,
101,4.88e+00,1.60e-03,-2.80e-03,
102,4.88e+00,8.00e-04,-2.40e-03,
103,4.88e+00,1.60e-03,-2.40e-03,
104,4.88e+00,-8.00e-04,-2.60e-03,
105,4.88e+00,2.80e-03,-3.00e-03,
106,4.88e+00,-4.00e-04,-2.60e-03,
107,4.88e+00,1.60e-03,-2.80e-03,
108,4.88e+00,2.80e-03,-2.80e-03,
109,4.88e+00,8.00e-04,-2.20e-03,
110,4.88e+00,1.60e-03,-3.20e-03,
111,4.88e+00,3.20e-03,-2.60e-03,
112,4.88e+00,-8.00e-04,-2.60e-03,
113,4.88e+00,1.60e-03,-3.00e-03,
114,4.88e+00,8.00e-04,-1.80e-03,
115,4.88e+00,1.60e-03,-3.60e-03,
116,4.88e+00,2.80e-03,-2.80e-03,
117,4.88e+00,2.00e-03,-3.00e-03,
118,5.04e+00,8.00e-04,-2.60e-03,
119,5.04e+00,1.60e-03,-2.80e-03,
120,5.04e+00,8.00e-04,-3.80e-03,
121,5.04e+00,2.80e-03,-3.00e-03,
122,5.04e+00,1.60e-03,-3.00e-03,
123,5.04e+00,2.80e-03,-3.20e-03,
124,5.04e+00,2.00e-03,-2.80e-03,
125,5.04e+00,1.60e-03,-2.80e-03,
126,5.04e+00,8.00e-04,-3.60e-03,
127,5.04e+00,1.60e-03,-2.80e-03,
128,5.04e+00,1.60e-03,-3.20e-03,
129,5.04e+00,8.00e-04,-2.60e-03,
130,5.04e+00,1.60e-03,-3.00e-03,
131,5.04e+00,1.60e-03,-2.60e-03,
132,5.04e+00,4.00e-04,-2.80e-03,
133,5.04e+00,2.00e-03,-2.60e-03,
134,5.04e+00,1.60e-03,-3.00e-03,
135,5.04e+00,2.00e-03,-3.20e-03,
136,5.04e+00,8.00e-04,-2.40e-03,
137,5.04e+00,4.00e-04,-3.00e-03,
138,5.04e+00,1.60e-03,-3.60e-03,
139,5.04e+00,-4.00e-04,-2.60e-03,
140,5.04e+00,2.80e-03,-2.40e-03,
141,5.04e+00,4.00e-04,-3.00e-03,
142,5.04e+00,8.00e-04,-3.00e-03,
143,5.04e+00,2.00e-03,-2.80e-03,
144,5.04e+00,-8.00e-04,-3.60e-03,
145,5.04e+00,2.80e-03,-2.80e-03,
146,5.04e+00,1.60e-03,-3.20e-03,
147,5.04e+00,4.00e-04,-3.20e-03,
148,5.04e+00,4.00e-04,-3.20e-03,
149,5.04e+00,8.00e-04,-3.80e-03,
150,5.04e+00,3.20e-03,-3.60e-03,
151,5.04e+00,2.00e-03,-2.80e-03,
152,5.04e+00,2.00e-03,-3.80e-03,
153,5.04e+00,8.00e-04,-3.00e-03,
154,5.04e+00,8.00e-04,-3.20e-03,
155,5.04e+00,4.00e-04,-2.60e-03,
156,5.04e+00,1.60e-03,-3.80e-03,
157,5.04e+00,2.80e-03,-2.60e-03,
158,5.04e+00,1.60e-03,-3.60e-03,
159,5.04e+00,2.80e-03,-3.00e-03,
160,5.04e+00,8.00e-04,-3.00e-03,
161,5.04e+00,1.60e-03,-3.20e-03,
162,5.04e+00,1.60e-03,-3.00e-03,
163,5.04e+00,1.60e-03,-3.80e-03,
164,5.04e+00,1.60e-03,-2.80e-03,
165,5.04e+00,2.80e-03,-3.60e-03,
166,5.12e+00,8.00e-04,-2.40e-03,
167,5.12e+00,2.80e-03,-3.60e-03,
168,5.12e+00,1.60e-03,-3.00e-03,
169,5.12e+00,-4.00e-04,-3.20e-03,
170,5.12e+00,4.00e-04,-3.80e-03,
171,5.12e+00,-8.00e-04,-3.60e-03,
172,5.12e+00,2.80e-03,-4.00e-03,
173,5.12e+00,8.00e-04,-2.40e-03,
174,5.12e+00,8.00e-04,-3.80e-03,
175,5.12e+00,-4.00e-04,-3.20e-03,
176,5.12e+00,2.00e-03,-4.20e-03,
177,5.12e+00,-4.00e-04,-3.00e-03,
178,5.12e+00,3.20e-03,-3.20e-03,
179,5.12e+00,8.00e-04,-3.20e-03,
180,5.12e+00,4.00e-04,-3.00e-03,
181,5.12e+00,8.00e-04,-3.00e-03,
182,5.12e+00,2.00e-03,-3.80e-03,
183,5.12e+00,8.00e-04,-2.80e-03,
184,5.12e+00,2.80e-03,-3.00e-03,
185,5.12e+00,1.60e-03,-3.80e-03,
186,5.12e+00,8.00e-04,-2.60e-03,
187,5.12e+00,4.00e-04,-3.80e-03,
188,5.12e+00,8.00e-04,-2.80e-03,
189,5.12e+00,1.60e-03,-3.00e-03,
190,5.12e+00,2.00e-03,-4.40e-03,
191,5.12e+00,4.00e-04,-2.80e-03,
192,5.12e+00,2.80e-03,-2.80e-03,
193,5.12e+00,8.00e-04,-3.00e-03,
194,5.12e+00,8.00e-04,-4.20e-03,
195,5.12e+00,2.00e-03,-3.20e-03,
196,5.12e+00,1.60e-03,-3.60e-03,
197,5.12e+00,2.00e-03,-4.20e-03,
198,5.12e+00,2.00e-03,-3.00e-03,
199,5.12e+00,2.00e-03,-4.20e-03,
200,5.12e+00,2.00e-03,-3.20e-03,
201,5.12e+00,8.00e-04,-3.60e-03,
202,5.12e+00,3.20e-03,-3.80e-03,
203,5.12e+00,4.00e-04,-4.00e-03,
204,5.12e+00,1.60e-03,-3.60e-03,
205,5.12e+00,4.00e-03,-4.00e-03,
206,5.12e+00,2.00e-03,-3.80e-03,
207,5.12e+00,8.00e-04,-2.80e-03,
208,5.12e+00,2.80e-03,-3.80e-03,
209,5.12e+00,1.60e-03,-3.80e-03,
210,5.12e+00,1.60e-03,-4.20e-03,
211,5.12e+00,2.00e-03,-3.00e-03,
212,5.12e+00,8.00e-04,-3.60e-03,
213,5.12e+00,1.60e-03,-3.80e-03,
214,5.12e+00,1.60e-03,-4.00e-03,
215,5.12e+00,8.00e-04,-4.00e-03,
