X,CH1,CH2,Start,Increment
517,-0.080000,-0.018000,,
518,-0.080000,-0.018800,,
519,-0.080000,-0.019200,,
520,-0.080000,-0.017600,,
521,-0.080000,-0.017600,,
522,-0.080000,-0.017600,,
523,-0.160000,-0.017600,,
524,-0.160000,-0.017600,,
525,-0.160000,-0.018000,,
526,-0.160000,-0.016400,,
527,-0.160000,-0.016800,,
528,-0.160000,-0.016400,,
529,-0.160000,-0.014000,,
530,-0.160000,-0.017600,,
531,-0.160000,-0.018000,,
532,-0.160000,-0.017600,,
533,-0.160000,-0.018000,,
534,-0.160000,-0.019200,,
535,-0.160000,-0.018000,,
536,-0.160000,-0.018000,,
537,-0.160000,-0.017600,,
538,-0.160000,-0.018000,,
539,-0.160000,-0.020000,,
540,-0.160000,-0.017600,,
541,-0.160000,-0.018800,,
542,-0.160000,-0.020000,,
543,-0.160000,-0.019200,,
544,-0.160000,-0.017600,,
545,-0.160000,-0.020400,,
546,-0.160000,-0.020400,,
547,-0.160000,-0.019200,,
548,-0.160000,-0.020000,,
549,-0.160000,-0.017600,,
550,-0.160000,-0.018000,,
551,-0.160000,-0.018000,,
552,-0.160000,-0.017600,,
553,-0.160000,-0.017600,,
554,-0.160000,-0.018800,,
555,-0.160000,-0.018000,,
556,-0.160000,-0.018000,,
557,-0.160000,-0.017600,,
558,-0.160000,-0.016800,,
559,-0.160000,-0.019200,,
560,-0.160000,-0.016400,,
561,-0.160000,-0.017600,,
562,-0.160000,-0.020000,,
563,-0.160000,-0.016800,,
564,-0.160000,-0.017600,,
565,-0.160000,-0.017600,,
566,-0.160000,-0.018000,,
567,-0.160000,-0.018000,,
568,-0.160000,-0.018800,,
569,-0.160000,-0.020400,,
570,-0.160000,-0.019200,,
571,-0.160000,-0.020000,,
572,-0.160000,-0.020000,,
573,-0.160000,-0.018800,,
574,-0.160000,-0.017600,,
575,-0.160000,-0.020400,,
576,-0.160000,-0.019200,,
577,-0.160000,-0.018800,,
578,-0.160000,-0.020000,,
579,-0.160000,-0.017600,,
580,-0.160000,-0.018000,,
581,-0.160000,-0.018800,,
582,-0.160000,-0.018000,,
583,-0.160000,-0.020000,,
584,-0.160000,-0.018000,,
585,-0.160000,-0.018000,,
586,-0.160000,-0.018000,,
587,-0.160000,-0.017600,,
588,-0.160000,-0.016400,,
589,-0.160000,-0.018000,,
590,-0.160000,-0.018000,,
591,-0.160000,-0.019200,,
592,-0.160000,-0.020400,,
593,-0.160000,-0.016800,,
594,-0.160000,-0.018000,,
595,-0.160000,-0.020400,,
596,-0.160000,-0.019200,,
597,-0.160000,-0.018800,,
598,-0.160000,-0.019200,,
599,-0.160000,-0.021600,,
600,-0.160000,-0.019200,,
601,-0.320000,-0.018000,,
602,-0.320000,-0.019200,,
603,-0.160000,-0.020000,,
604,-0.160000,-0.018000,,
605,-0.320000,-0.020000,,
606,-0.320000,-0.020400,,
607,-0.160000,-0.018800,,
608,-0.320000,-0.019200,,
609,-0.320000,-0.017600,,
610,-0.320000,-0.017600,,
611,-0.320000,-0.019200,,
612,-0.320000,-0.019200,,
613,-0.320000,-0.017600,,
614,-0.320000,-0.020000,,
615,-0.320000,-0.020400,,
616,-0.320000,-0.018000,,
617,-0.320000,-0.019200,,
618,-0.320000,-0.019200,,
619,-0.320000,-0.020400,,
620,-0.320000,-0.020000,,
621,-0.320000,-0.020000,,
622,-0.320000,-0.020000,,
623,-0.320000,-0.020000,,
624,-0.320000,-0.017600,,
625,-0.320000,-0.019200,,
626,-0.320000,-0.022400,,
627,-0.320000,-0.020400,,
628,-0.320000,-0.021200,,
629,-0.320000,-0.020000,,
630,-0.320000,-0.022400,,
631,-0.320000,-0.020400,,
632,-0.320000,-0.019200,,
633,-0.320000,-0.021600,,
634,-0.320000,-0.020400,,
635,-0.320000,-0.019200,,
636,-0.320000,-0.020000,,
637,-0.320000,-0.018800,,
638,-0.320000,-0.018800,,
639,-0.320000,-0.019200,,
640,-0.320000,-0.017600,,
641,-0.320000,-0.019200,,
642,-0.320000,-0.020400,,
643,-0.320000,-0.019200,,
644,-0.320000,-0.017600,,
645,-0.320000,-0.018800,,
646,-0.320000,-0.018000,,
647,-0.320000,-0.019200,,
648,-0.320000,-0.018800,,
649,-0.320000,-0.019200,,
650,-0.320000,-0.020400,,
651,-0.320000,-0.021200,,
652,-0.320000,-0.019200,,
653,-0.320000,-0.020000,,
654,-0.320000,-0.019200,,
655,-0.320000,-0.020400,,
656,-0.320000,-0.021600,,
657,-0.320000,-0.019200,,
658,-0.320000,-0.020400,,
659,-0.320000,-0.020000,,
660,-0.320000,-0.020000,,
661,-0.320000,-0.019200,,
662,-0.320000,-0.020400,,
663,-0.320000,-0.020400,,
664,-0.320000,-0.020000,,
665,-0.320000,-0.018800,,
666,-0.320000,-0.018800,,
667,-0.320000,-0.020000,,
668,-0.320000,-0.017600,,
669,-0.320000,-0.019200,,
670,-0.320000,-0.020000,,
671,-0.320000,-0.021200,,
672,-0.320000,-0.020000,,
673,-0.320000,-0.020000,,
674,-0.320000,-0.019200,,
675,-0.320000,-0.020000,,
676,-0.320000,-0.021200,,
677,-0.320000,-0.020400,,
678,-0.320000,-0.020400,,
679,-0.320000,-0.020400,,
680,-0.320000,-0.022400,,
681,-0.320000,-0.019200,,
682,-0.320000,-0.021200,,
683,-0.320000,-0.021200,,
684,-0.320000,-0.022400,,
685,-0.320000,-0.021200,,
686,-0.320000,-0.020400,,
687,-0.320000,-0.022800,,
688,-0.400000,-0.020400,,
689,-0.320000,-0.019200,,
690,-0.320000,-0.020000,,
691,-0.400000,-0.021600,,
692,-0.400000,-0.021200,,
693,-0.320000,-0.022400,,
694,-0.400000,-0.020000,,
695,-0.320000,-0.020000,,
696,-0.400000,-0.022800,,
697,-0.400000,-0.020000,,
698,-0.320000,-0.019200,,
699,-0.400000,-0.021200,,
700,-0.400000,-0.020400,,
701,-0.400000,-0.020400,,
702,-0.400000,-0.018800,,
703,-0.400000,-0.019200,,
704,-0.400000,-0.022400,,
705,-0.400000,-0.022400,,
706,-0.400000,-0.021200,,
707,-0.400000,-0.022400,,
708,-0.400000,-0.022400,,
709,-0.400000,-0.020400,,
710,-0.400000,-0.022400,,
711,-0.400000,-0.020000,,
712,-0.400000,-0.021200,,
713,-0.400000,-0.024000,,
714,-0.400000,-0.021200,,
715,-0.400000,-0.020400,,
716,-0.400000,-0.020400,,
717,-0.400000,-0.021200,,
718,-0.400000,-0.020000,,
719,-0.400000,-0.020400,,
720,-0.400000,-0.020400,,
721,-0.400000,-0.020400,,
722,-0.400000,-0.021600,,
723,-0.400000,-0.020400,,
724,-0.400000,-0.019200,,
725,-0.400000,-0.019200,,
726,-0.400000,-0.022400,,
727,-0.400000,-0.022400,,
728,-0.400000,-0.019200,,
729,-0.400000,-0.021600,,
730,-0.400000,-0.021600,,
731,-0.400000,-0.020400,,
732,-0.400000,-0.019200,,
733,-0.400000,-0.021200,,
734,-0.400000,-0.020400,,
735,-0.400000,-0.022800,,
736,-0.400000,-0.022400,,
737,-0.400000,-0.020400,,
738,-0.400000,-0.021600,,
739,-0.400000,-0.021200,,
740,-0.400000,-0.021600,,
741,-0.400000,-0.022400,,
742,-0.400000,-0.019200,,
743,-0.400000,-0.021600,,
744,-0.400000,-0.021200,,
745,-0.400000,-0.018000,,
746,-0.400000,-0.020400,,
747,-0.400000,-0.021200,,
748,-0.400000,-0.020000,,
749,-0.400000,-0.020400,,
750,-0.400000,-0.020000,,
751,-0.400000,-0.019200,,
752,-0.400000,-0.019200,,
753,-0.400000,-0.019200,,
754,-0.400000,-0.018000,,
755,-0.400000,-0.020000,,
756,-0.400000,-0.020400,,
757,-0.400000,-0.020000,,
758,-0.400000,-0.019200,,
759,-0.400000,-0.018800,,
760,-0.400000,-0.021600,,
761,-0.400000,-0.020400,,
762,-0.400000,-0.020400,,
763,-0.400000,-0.021600,,
764,-0.400000,-0.021600,,
765,-0.400000,-0.022400,,
766,-0.400000,-0.019200,,
767,-0.400000,-0.020400,,
768,-0.400000,-0.021200,,
769,-0.400000,-0.021600,,
770,-0.400000,-0.022400,,
771,-0.400000,-0.021200,,
772,-0.400000,-0.021600,,
773,-0.400000,-0.021600,,
774,-0.400000,-0.020000,,
775,-0.400000,-0.020000,,
776,-0.400000,-0.021600,,
777,-0.560000,-0.022400,,
778,-0.400000,-0.020000,,
779,-0.400000,-0.020400,,
780,-0.560000,-0.020400,,
781,-0.560000,-0.020000,,
782,-0.560000,-0.020400,,
783,-0.560000,-0.019200,,
784,-0.560000,-0.019200,,
785,-0.560000,-0.020400,,
786,-0.560000,-0.018800,,
787,-0.560000,-0.019200,,
788,-0.560000,-0.018800,,
789,-0.560000,-0.020000,,
790,-0.560000,-0.021200,,
791,-0.560000,-0.021600,,
792,-0.560000,-0.019200,,
793,-0.560000,-0.021200,,
794,-0.560000,-0.020400,,
795,-0.560000,-0.020000,,
796,-0.560000,-0.021200,,
797,-0.560000,-0.020400,,
798,-0.560000,-0.022800,,
799,-0.560000,-0.022400,,
800,-0.560000,-0.021600,,
801,-0.560000,-0.022400,,
802,-0.560000,-0.021200,,
803,-0.560000,-0.021200,,
804,-0.560000,-0.021600,,
805,-0.560000,-0.021200,,
806,-0.560000,-0.020400,,
807,-0.560000,-0.022400,,
808,-0.560000,-0.021200,,
809,-0.560000,-0.018000,,
810,-0.560000,-0.020400,,
811,-0.560000,-0.021200,,
812,-0.560000,-0.018800,,
813,-0.560000,-0.020000,,
814,-0.560000,-0.020000,,
815,-0.560000,-0.020000,,
816,-0.560000,-0.018000,,
817,-0.560000,-0.018800,,
818,-0.560000,-0.020400,,
819,-0.560000,-0.020400,,
820,-0.560000,-0.021600,,
821,-0.560000,-0.021200,,
822,-0.560000,-0.021600,,
823,-0.560000,-0.021600,,
824,-0.560000,-0.022400,,
825,-0.560000,-0.021200,,
826,-0.560000,-0.022400,,
827,-0.560000,-0.024000,,
828,-0.560000,-0.020400,,
829,-0.560000,-0.020400,,
830,-0.560000,-0.023600,,
831,-0.560000,-0.022800,,
832,-0.560000,-0.022400,,
833,-0.560000,-0.022800,,
834,-0.560000,-0.023600,,
835,-0.560000,-0.022400,,
836,-0.560000,-0.021200,,
837,-0.560000,-0.020400,,
838,-0.560000,-0.021600,,
839,-0.560000,-0.020000,,
840,-0.560000,-0.021600,,
841,-0.560000,-0.021600,,
842,-0.560000,-0.020000,,
843,-0.560000,-0.020400,,
844,-0.560000,-0.021200,,
845,-0.560000,-0.020000,,
846,-0.560000,-0.020000,,
847,-0.560000,-0.022800,,
848,-0.560000,-0.021600,,
849,-0.560000,-0.021200,,
850,-0.560000,-0.021200,,
851,-0.560000,-0.022800,,
852,-0.560000,-0.021600,,
853,-0.560000,-0.022800,,
854,-0.560000,-0.023600,,
855,-0.560000,-0.022800,,
856,-0.560000,-0.023600,,
857,-0.560000,-0.022400,,
858,-0.560000,-0.021600,,
859,-0.560000,-0.022800,,
860,-0.560000,-0.024000,,
861,-0.560000,-0.022400,,
862,-0.560000,-0.023600,,
863,-0.560000,-0.022800,,
864,-0.560000,-0.021600,,
865,-0.560000,-0.021200,,
866,-0.560000,-0.021600,,
867,-0.560000,-0.022400,,
868,-0.560000,-0.021200,,
869,-0.640000,-0.021200,,
870,-0.640000,-0.021600,,
871,-0.640000,-0.023600,,
872,-0.640000,-0.021600,,
873,-0.640000,-0.021200,,
874,-0.640000,-0.022800,,
875,-0.640000,-0.023600,,
876,-0.640000,-0.022400,,
877,-0.640000,-0.021600,,
878,-0.640000,-0.022400,,
879,-0.640000,-0.022800,,
880,-0.640000,-0.022800,,
881,-0.640000,-0.022800,,
882,-0.640000,-0.024000,,
883,-0.640000,-0.023600,,
884,-0.640000,-0.023600,,
885,-0.640000,-0.022400,,
886,-0.640000,-0.021200,,
887,-0.640000,-0.024000,,
888,-0.640000,-0.022400,,
889,-0.640000,-0.021600,,
890,-0.640000,-0.022800,,
891,-0.640000,-0.022400,,
892,-0.640000,-0.022400,,
893,-0.640000,-0.021200,,
894,-0.640000,-0.021600,,
895,-0.640000,-0.022800,,
896,-0.640000,-0.022400,,
897,-0.640000,-0.020000,,
