X,CH1,CH2,Start,Increment,,Max,Min,Amp
Sequence,Volt,Volt,-0.0115600000,0.0000010000,,0.047200,-0.0516,0.049399999999999999
372,0.320000,-0.020000,,,,,,
373,0.320000,-0.019200,,,,,,
374,0.320000,-0.020000,,,,,,
375,0.320000,-0.019200,,,,,,
376,0.320000,-0.018000,,,,,,
377,0.320000,-0.018800,,,,,,
378,0.320000,-0.021200,,,,,,
379,0.320000,-0.020000,,,,,,
380,0.320000,-0.020400,,,,,,
381,0.320000,-0.021200,,,,,,
382,0.320000,-0.020400,,,,,,
383,0.320000,-0.021200,,,,,,
384,0.320000,-0.020000,,,,,,
385,0.320000,-0.021600,,,,,,
386,0.320000,-0.021600,,,,,,
387,0.320000,-0.022400,,,,,,
388,0.320000,-0.020400,,,,,,
389,0.160000,-0.018800,,,,,,
390,0.160000,-0.021600,,,,,,
391,0.160000,-0.021600,,,,,,
392,0.160000,-0.021600,,,,,,
393,0.160000,-0.021600,,,,,,
394,0.160000,-0.021600,,,,,,
395,0.160000,-0.022400,,,,,,
396,0.160000,-0.021600,,,,,,
397,0.160000,-0.020400,,,,,,
398,0.160000,-0.021600,,,,,,
399,0.160000,-0.023600,,,,,,
400,0.160000,-0.021200,,,,,,
401,0.160000,-0.020000,,,,,,
402,0.160000,-0.020000,,,,,,
403,0.160000,-0.022400,,,,,,
404,0.160000,-0.021200,,,,,,
405,0.160000,-0.022400,,,,,,
406,0.160000,-0.021600,,,,,,
407,0.160000,-0.020400,,,,,,
408,0.160000,-0.021600,,,,,,
409,0.160000,-0.020000,,,,,,
410,0.160000,-0.021600,,,,,,
411,0.160000,-0.021200,,,,,,
412,0.160000,-0.020000,,,,,,
413,0.160000,-0.021600,,,,,,
414,0.160000,-0.021200,,,,,,
415,0.160000,-0.020000,,,,,,
416,0.160000,-0.021600,,,,,,
417,0.160000,-0.022800,,,,,,
418,0.160000,-0.022400,,,,,,
419,0.160000,-0.021600,,,,,,
420,0.160000,-0.020400,,,,,,
421,0.160000,-0.022400,,,,,,
422,0.160000,-0.021200,,,,,,
423,0.160000,-0.021600,,,,,,
424,0.160000,-0.021600,,,,,,
425,0.160000,-0.024000,,,,,,
426,0.160000,-0.021600,,,,,,
427,0.160000,-0.020400,,,,,,
428,0.160000,-0.023600,,,,,,
429,0.160000,-0.022800,,,,,,
430,0.160000,-0.022800,,,,,,
431,0.160000,-0.023600,,,,,,
432,0.160000,-0.022400,,,,,,
433,0.160000,-0.021600,,,,,,
434,0.160000,-0.021600,,,,,,
435,0.160000,-0.021600,,,,,,
436,0.160000,-0.021200,,,,,,
437,0.160000,-0.021600,,,,,,
438,0.160000,-0.022400,,,,,,
439,0.160000,-0.021600,,,,,,
440,0.160000,-0.021200,,,,,,
441,0.080000,-0.021200,,,,,,
442,0.080000,-0.021600,,,,,,
443,0.080000,-0.024800,,,,,,
444,0.160000,-0.021600,,,,,,
445,0.160000,-0.022400,,,,,,
446,0.080000,-0.022800,,,,,,
447,0.080000,-0.022800,,,,,,
448,0.080000,-0.023600,,,,,,
449,0.080000,-0.022400,,,,,,
450,0.080000,-0.024000,,,,,,
451,0.080000,-0.023600,,,,,,
452,0.080000,-0.022400,,,,,,
453,0.080000,-0.022400,,,,,,
454,0.080000,-0.023600,,,,,,
455,0.080000,-0.024800,,,,,,
456,0.080000,-0.023600,,,,,,
457,0.080000,-0.022400,,,,,,
458,0.080000,-0.024000,,,,,,
459,0.080000,-0.022400,,,,,,
460,0.080000,-0.022400,,,,,,
461,0.080000,-0.023600,,,,,,
462,0.080000,-0.021600,,,,,,
463,0.080000,-0.024000,,,,,,
464,0.080000,-0.023600,,,,,,
465,0.080000,-0.022400,,,,,,
466,0.080000,-0.023600,,,,,,
467,0.080000,-0.024000,,,,,,
468,0.080000,-0.025200,,,,,,
469,0.080000,-0.022800,,,,,,
470,0.080000,-0.024800,,,,,,
471,0.080000,-0.022800,,,,,,
472,0.080000,-0.022400,,,,,,
473,0.080000,-0.023600,,,,,,
474,0.080000,-0.022400,,,,,,
475,0.080000,-0.024000,,,,,,
476,0.080000,-0.023600,,,,,,
477,0.080000,-0.022800,,,,,,
478,0.080000,-0.022800,,,,,,
479,0.080000,-0.022800,,,,,,
480,0.080000,-0.024800,,,,,,
481,0.080000,-0.024800,,,,,,
482,0.080000,-0.024000,,,,,,
483,0.080000,-0.021200,,,,,,
484,0.080000,-0.023600,,,,,,
485,0.080000,-0.024000,,,,,,
486,0.080000,-0.021600,,,,,,
487,0.080000,-0.022400,,,,,,
488,0.080000,-0.024000,,,,,,
489,0.080000,-0.022400,,,,,,
490,0.080000,-0.022400,,,,,,
491,0.080000,-0.022400,,,,,,
492,0.080000,-0.024000,,,,,,
493,0.080000,-0.024800,,,,,,
494,0.080000,-0.023600,,,,,,
495,0.080000,-0.024800,,,,,,
496,-0.080000,-0.022800,,,,,,
497,-0.080000,-0.023600,,,,,,
498,0.080000,-0.021600,,,,,,
499,-0.080000,-0.024000,,,,,,
500,-0.080000,-0.025200,,,,,,
501,0.080000,-0.022400,,,,,,
502,-0.080000,-0.024000,,,,,,
503,-0.080000,-0.023600,,,,,,
504,-0.080000,-0.023600,,,,,,
505,-0.080000,-0.024000,,,,,,
506,-0.080000,-0.024000,,,,,,
507,-0.080000,-0.024800,,,,,,
508,-0.080000,-0.024800,,,,,,
509,-0.080000,-0.024000,,,,,,
510,-0.080000,-0.024000,,,,,,
511,-0.080000,-0.023600,,,,,,
512,-0.080000,-0.022800,,,,,,
513,-0.080000,-0.024000,,,,,,
514,-0.080000,-0.022800,,,,,,
515,-0.080000,-0.023600,,,,,,
516,-0.080000,-0.021600,,,,,,
517,-0.080000,-0.023600,,,,,,
518,-0.080000,-0.024000,,,,,,
519,-0.080000,-0.021600,,,,,,
520,-0.080000,-0.024800,,,,,,
521,-0.080000,-0.022800,,,,,,
522,-0.080000,-0.021600,,,,,,
523,-0.080000,-0.020000,,,,,,
524,-0.080000,-0.022400,,,,,,
525,-0.080000,-0.022800,,,,,,
526,-0.080000,-0.021600,,,,,,
